Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"The apparent clinching development in Pietersen's negotiations to rejoin the club which de-registered him at the end of last season was the Sunrisers' willingness to release him from the majority of his contract.","Apparently negotiations between Pietersen and clubs he registered with at the end of last season have developed into a clinching agreement between the Sunraiders and the clubs to release him from his minority contract.","antonym","Predicted Relationship: contradiction with 96.25% confidence."
"Pietersen would have been in India for more than seven weeks - and Surrey, for whom he played only Twenty20 cricket last summer, did not appear immediately keen to secure his services again unless they knew his availability would be more comprehensive this time.","Pietersen has been in India for more than seven weeks and if they don't know he's more comprehensively available at the time Surrey who played only Twenty20 cricket last summer don't immediately appear keen on resecuring his services.","RD","Predicted Relationship: entailment with 99.92% confidence."
"Pietersen would have been in India for more than seven weeks - and Surrey, for whom he played only Twenty20 cricket last summer, did not appear immediately keen to secure his services again unless they knew his availability would be more comprehensive this time.","Pietersen has been in India for more than seven weeks and if they don't know that he is more comprehensively available at this time Surrey who played only Twenty20 cricket last summer will not immediately appear keen to secure his services again.","hypernym","Predicted Relationship: entailment with 99.58% confidence."
"Pietersen would have been in India for more than seven weeks - and Surrey, for whom he played only Twenty20 cricket last summer, did not appear immediately keen to secure his services again unless they knew his availability would be more comprehensive this time.","Pietersen has been in India for more than seven weeks and if they don't know that he is more comprehensively available at this time Surrey who played only Twenty20 cricket last summer will not immediately appear keen to secure his services again.","polarity_negation","Predicted Relationship: entailment with 99.58% confidence."
"Pietersen would have been in India for more than seven weeks - and Surrey, for whom he played only Twenty20 cricket last summer, did not appear immediately keen to secure his services again unless they knew his availability would be more comprehensive this time.","Only one has been in India for more than seven weeks and if they don't know that he is more comprehensively available this time Surrey who played in Twenty20 cricket with Pietersen last summer will not immediately appear keen to secure his services again.","RS","Predicted Relationship: entailment with 96.22% confidence."
"Pietersen would have been in India for more than seven weeks - and Surrey, for whom he played only Twenty20 cricket last summer, did not appear immediately keen to secure his services again unless they knew his availability would be more comprehensive this time.","Pietersen has been in India for more than seven weeks and if they don't know that he is more comprehensively available at this time Surrey who played only Twenty20 cricket last summer will not immediately appear keen to secure his services again.","antonym","Predicted Relationship: entailment with 99.58% confidence."
"The controversial South Africa-born batsman's ambition to play for England again may not depend entirely on him demonstrating form and fitness.","The ambition of the controversial South African born batsman to play England again may not entirely depend on demonstrating form and form.","RD","Predicted Relationship: entailment with 99.75% confidence."
"The controversial South Africa-born batsman's ambition to play for England again may not depend entirely on him demonstrating form and fitness.","The ambition of the controversial South African born batsman to play England again may not entirely depend on demonstrating form and fit.","hypernym","Predicted Relationship: entailment with 99.88% confidence."
"The controversial South Africa-born batsman's ambition to play for England again may not depend entirely on him demonstrating form and fitness.","The controversy-brought ambition of a South African born batsman to play England again may not entirely depend on demonstrating form and fit.","polarity_negation","Predicted Relationship: entailment with 99.90% confidence."
"The controversial South Africa-born batsman's ambition to play for England again may not depend entirely on him demonstrating form and fitness.","The controversial South African born batsman's ambition to play England again may not entirely depend on demonstrating form and fitness.","RS","Predicted Relationship: entailment with 99.75% confidence."
"The controversial South Africa-born batsman's ambition to play for England again may not depend entirely on him demonstrating form and fitness.","The ambition of the controversial South African born batsman to play England again may not entirely depend on demonstrating form and fit.","antonym","Predicted Relationship: entailment with 99.88% confidence."
"But irrespective of mixed messages from the ECB, that is where he must start.","Regardless of the mixed ECB message that's where he's got to start.","RD","Predicted Relationship: entailment with 99.94% confidence."
"But irrespective of mixed messages from the ECB, that is where he must start.","But regardless of the mixed ECB message that's where he's got to start.","hypernym","Predicted Relationship: entailment with 99.93% confidence."
"But irrespective of mixed messages from the ECB, that is where he must start.","But regardless of whether the ECB's message is mixed or not that's where he's going to have to start.","polarity_negation","Predicted Relationship: entailment with 99.72% confidence."
"But irrespective of mixed messages from the ECB, that is where he must start.","But the name of an organization that has mixed messages no matter where he starts the ECB will.","RS","Predicted Relationship: entailment with 98.99% confidence."
"But irrespective of mixed messages from the ECB, that is where he must start.","But regardless of the ECB's segregated message that's where he's got to start.","antonym","Predicted Relationship: entailment with 99.47% confidence."
"He was described by ECB managing director Paul Downton as 'disengaged' during England's heavy defeat in Sydney almost 15 months ago - his last Test to date, in which the Ashes whitewash was completed.","When England lost to Australia in Sydney almost 15 months ago Paul Downton the ECB's head of football described him as unengaged his latest test to date when the Ashes whitewash was completed.","RD","Predicted Relationship: entailment with 87.39% confidence."
"He was described by ECB managing director Paul Downton as 'disengaged' during England's heavy defeat in Sydney almost 15 months ago - his last Test to date, in which the Ashes whitewash was completed.","ECB managing director Paul Downton described him as unengaged in the heavy defeat by England in Sydney almost 15 months ago - his latest test to date when the Ashes whitewash is completed.","hypernym","Predicted Relationship: entailment with 77.43% confidence."
"He was described by ECB managing director Paul Downton as 'disengaged' during England's heavy defeat in Sydney almost 15 months ago - his last Test to date, in which the Ashes whitewash was completed.","ECB managing director Paul Downton described him as unengaged in the heavy defeat by England in Sydney almost 15 months ago - his latest test to date when the Ashes series was not completed.","polarity_negation","Predicted Relationship: contradiction with 99.59% confidence."
"He was described by ECB managing director Paul Downton as 'disengaged' during England's heavy defeat in Sydney almost 15 months ago - his last Test to date, in which the Ashes whitewash was completed.","ECB managing director Paul Downton described him as unengaged to date when England lost heavily in Sydney almost 15 months ago - his last test when the Ashes series was completed.","RS","Predicted Relationship: entailment with 99.84% confidence."
"He was described by ECB managing director Paul Downton as 'disengaged' during England's heavy defeat in Sydney almost 15 months ago - his last Test to date, in which the Ashes whitewash was completed.","ECB managing director Paul Downton described him as unengaged in the light defeat by England in Sydney almost 15 months ago - his latest test to date when the Ashes series of whitewashes were completed.","antonym","Predicted Relationship: contradiction with 99.53% confidence."
"Pietersen was axed by England following their 5-0 Ashes whitewash in Australia last winter .","The axe on Pietersen follows the 5 - 0 - point whitewash in Australia in last winter.","RD","Predicted Relationship: entailment with 98.32% confidence."
"Pietersen was axed by England following their 5-0 Ashes whitewash in Australia last winter .","England axed Pietersen following the 5 - 0 aces whitewash in Australia last winter.","hypernym","Predicted Relationship: entailment with 94.25% confidence."
"Pietersen was axed by England following their 5-0 Ashes whitewash in Australia last winter .","England axed Pietersen following the unbeaten 5 - 0 whitewash in the Ashes series in Australia last winter.","polarity_negation","Predicted Relationship: entailment with 99.81% confidence."
"Pietersen was axed by England following their 5-0 Ashes whitewash in Australia last winter .","England axed last man following the 5 - 0 Ashes series whitewash in Australia in the Pietersen winter.","RS","Predicted Relationship: neutral with 93.49% confidence."
"Pietersen was axed by England following their 5-0 Ashes whitewash in Australia last winter .","England axed Pietersen following the 5 - 0 aces whitewash in Australia last winter.","antonym","Predicted Relationship: entailment with 94.25% confidence."
"Pietersen in action for Surrey in the Natwest T20 Blast last summer .","Pietersen took action for the county last summer in the Natwest T20 blast.","RD","Predicted Relationship: entailment with 99.45% confidence."
"Pietersen in action for Surrey in the Natwest T20 Blast last summer .","Pietersen won the Natwest T20 blast for Surrey last summer.","hypernym","Predicted Relationship: neutral with 98.87% confidence."
"Pietersen in action for Surrey in the Natwest T20 Blast last summer .","Pietersen took action for Surrey last summer in the Natwest T20 blast.","polarity_negation","Predicted Relationship: entailment with 99.80% confidence."
"Pietersen in action for Surrey in the Natwest T20 Blast last summer .","Pietersen took action for Surrey last summer in the Natwest T20 blast.","RS","Predicted Relationship: entailment with 99.80% confidence."
"Pietersen in action for Surrey in the Natwest T20 Blast last summer .","Pietersen resisted last summer for Surrey in the Natwest T20 blast.","antonym","Predicted Relationship: neutral with 59.15% confidence."
"Pietersen started the year by playing more short form cricket for Melbourne Stars in the Big Bash .","The Melbourne Stars will start the year playing shorter form cricket in the Big Bash.","RD","Predicted Relationship: entailment with 94.64% confidence."
"Pietersen started the year by playing more short form cricket for Melbourne Stars in the Big Bash .","Pietersen started the year playing shorter assemblage cricket for the Melbourne Stars in the Big Bash.","hypernym","Predicted Relationship: entailment with 90.29% confidence."
"Pietersen started the year by playing more short form cricket for Melbourne Stars in the Big Bash .","Pietersen started the year playing shorter form cricket for the Melbourne Stars in the Big Bash.","polarity_negation","Predicted Relationship: entailment with 99.61% confidence."
"Pietersen started the year by playing more short form cricket for Melbourne Stars in the Big Bash .","Pietersen started short term playing more form cricket for the Melbourne Stars in the Big Bash.","RS","Predicted Relationship: neutral with 65.35% confidence."
"Pietersen started the year by playing more short form cricket for Melbourne Stars in the Big Bash .","Pietersen will start the year playing more retentive cricket for the Melbourne Stars in the Big Bash.","antonym","Predicted Relationship: neutral with 83.38% confidence."
"Weeks later, Pietersen was sacked - in a meeting attended by Downton and also Test captain Alastair Cook.","Pietersen was sacked weeks later at a meeting attended by Downnton and Test captain Alastair Cook.","RD","Predicted Relationship: entailment with 99.94% confidence."
"Weeks later, Pietersen was sacked - in a meeting attended by Downton and also Test captain Alastair Cook.","Pietersen was sacked weeks later at a meeting attached to Downton and also to Test captain Alastair Cook.","hypernym","Predicted Relationship: entailment with 98.52% confidence."
"Weeks later, Pietersen was sacked - in a meeting attended by Downton and also Test captain Alastair Cook.","Pietersen was sacked weeks later at a meeting attended by Downnton and also by Test captain Alastair Cook.","polarity_negation","Predicted Relationship: entailment with 99.93% confidence."
"Weeks later, Pietersen was sacked - in a meeting attended by Downton and also Test captain Alastair Cook.","Pietersen was sacked weeks later at a meeting attended by Downingon and Cook both Test captains also with Alistair.","RS","Predicted Relationship: entailment with 55.86% confidence."
"Weeks later, Pietersen was sacked - in a meeting attended by Downton and also Test captain Alastair Cook.","Pietersen was sacked weeks later at a time of divergences attended by Downnton and also Test captain Alastair Cook.","antonym","Predicted Relationship: entailment with 98.95% confidence."
"Downton, Cook, national selector James Whitaker and returning coach Peter Moores - contrary to the tone of Graves' remarks - have all reiterated, in their different forms of words, that Pietersen remains firmly on the outside as far as they are concerned.","In their different forms of words against the tone of Graham's remarks the national selection for the Downton Cooks and returning coach Peter Moore all reiterated in the same tone that Pietersen remained "firmly outside" in his thoughts.","RD","Predicted Relationship: contradiction with 97.85% confidence."
"Downton, Cook, national selector James Whitaker and returning coach Peter Moores - contrary to the tone of Graves' remarks - have all reiterated, in their different forms of words, that Pietersen remains firmly on the outside as far as they are concerned.","In their different forms of words against the tone of Graham's remarks national selector James Whitaker of the Dynton Cook team and returning coach Peter Moore all reiterated in the same tone that Pietersen remained "firmly outside" in his thoughts.","hypernym","Predicted Relationship: contradiction with 97.92% confidence."
"Downton, Cook, national selector James Whitaker and returning coach Peter Moores - contrary to the tone of Graves' remarks - have all reiterated, in their different forms of words, that Pietersen remains firmly on the outside as far as they are concerned.","Contrary to the tone of Graham's remarks the non-national selection of Downton Cook James Whitaker and returning coach Peter Moore all reiterated in their different forms of words that Pietersen remains firmly outside of his thoughts.","polarity_negation","Predicted Relationship: contradiction with 98.69% confidence."
"Downton, Cook, national selector James Whitaker and returning coach Peter Moores - contrary to the tone of Graves' remarks - have all reiterated, in their different forms of words, that Pietersen remains firmly on the outside as far as they are concerned.","Contrary to the tone of Graham's remarks National Selection James Whitaker of the Downton Cook and firm Moore returning coach all reiterated in their different forms of words that Pietersen remains outside of his "thought" of Peter.","RS","Predicted Relationship: entailment with 79.16% confidence."
"Downton, Cook, national selector James Whitaker and returning coach Peter Moores - contrary to the tone of Graves' remarks - have all reiterated, in their different forms of words, that Pietersen remains firmly on the outside as far as they are concerned.","In their different form of words the national selector of the Downton Cook James Whitaker and the returning coach Peter Moore all reiterated in opposition to the atonicity of Graham's remarks that Pietersen remains firmly outside of his thoughts.","antonym","Predicted Relationship: entailment with 97.17% confidence."
"England embark on a three-Test tour to West Indies, without Pietersen of course, early next month - and have already been left in no doubt by Graves, set to begin his tenure officially in May, that victory over what he describes as 'mediocre' opponents is non-negotiable.","England embarked on a three-test tour of the West Indies without Pietersen (of course) early next month and have already left no doubt that they can't win what Pietersen described as "mediocre". He is set to officially begin his tenure in May.","RD","Predicted Relationship: contradiction with 99.54% confidence."
"England embark on a three-Test tour to West Indies, without Pietersen of course, early next month - and have already been left in no doubt by Graves, set to begin his tenure officially in May, that victory over what he describes as 'mediocre' opponents is non-negotiable.","England embarked on a three-test tour of the West Indies without Pietersen (of course) early next month and the chassis of the Graces set to officially begin their tenure in May already left England without any doubt that they could not win the opposition he described as mediocre.","hypernym","Predicted Relationship: contradiction with 99.80% confidence."
"England embark on a three-Test tour to West Indies, without Pietersen of course, early next month - and have already been left in no doubt by Graves, set to begin his tenure officially in May, that victory over what he describes as 'mediocre' opponents is non-negotiable.","The non-english team embarked on a three-test tour of the West Indies without Pietersen (of course) early next month and has already left them without any doubt that they cannot win the opposition they have described as mediocre. Graves who is set to officially begin his tenure in May is already set to begin his tenure officially in May.","polarity_negation","Predicted Relationship: contradiction with 99.88% confidence."
"England embark on a three-Test tour to West Indies, without Pietersen of course, early next month - and have already been left in no doubt by Graves, set to begin his tenure officially in May, that victory over what he describes as 'mediocre' opponents is non-negotiable.","England embarked on a three-test tour of the West Indies without Pietersen (of course) early next month and had already left without any doubt that they could not win the opposition he described as "Graves". mediocre who was officially set to begin his tenure in May.","RS","Predicted Relationship: contradiction with 99.38% confidence."
"England embark on a three-Test tour to West Indies, without Pietersen of course, early next month - and have already been left in no doubt by Graves, set to begin his tenure officially in May, that victory over what he describes as 'mediocre' opponents is non-negotiable.","England disembarked on a three-test tour of the West Indies without Pietersen (of course) early next month and have already left England without any doubt that they can't win the opposition they have described as mediocre. Graves who is officially set to begin his tenure in May is already set to begin his tenure officially in May.","antonym","Predicted Relationship: contradiction with 56.62% confidence."
"While they are busy with their Caribbean mission, Pietersen has his chance to impress and make headlines on home soil - and therefore put his name back in the mix in time for the start of the Ashes in July.","Pietersen has a chance to impress and make headlines on home soil while they are busy on a mission in the Caribbean so he'll put his name in the mix in time for the July start of the Ashes.","RD","Predicted Relationship: entailment with 99.82% confidence."
"While they are busy with their Caribbean mission, Pietersen has his chance to impress and make headlines on home soil - and therefore put his name back in the mix in time for the start of the Ashes in July.","Pietersen had a chance to impress and tidy up the headlines on home soil while they were busy on a mission in the Caribbean so he put his name back into the mix in time for the July start to the Ashes.","hypernym","Predicted Relationship: entailment with 99.72% confidence."
"While they are busy with their Caribbean mission, Pietersen has his chance to impress and make headlines on home soil - and therefore put his name back in the mix in time for the start of the Ashes in July.","Pietersen has a chance to impress and make headlines on home soil while they are busy on a mission in the Caribbean so he will not put his name back in the mix in time for the 7th Ashes start.","polarity_negation","Predicted Relationship: neutral with 99.75% confidence."
"While they are busy with their Caribbean mission, Pietersen has his chance to impress and make headlines on home soil - and therefore put his name back in the mix in time for the start of the Ashes in July.","While they are busy on their mission in Pietersen Caribbean has a chance to impress and make headlines on home soil so in time for the July start of the Ashes Caribbean puts their name back into the mix.","RS","Predicted Relationship: contradiction with 99.55% confidence."
"While they are busy with their Caribbean mission, Pietersen has his chance to impress and make headlines on home soil - and therefore put his name back in the mix in time for the start of the Ashes in July.","Pietersen had a chance to impress and make headlines on home soil while they were busy with their mission in the Caribbean so he put his name back into segregation in time for the 7th Ashes start.","antonym","Predicted Relationship: neutral with 99.97% confidence."
"Cindy Tran For Daily Mail Australia .","Cindy Tran - Daily Australia","RD","Predicted Relationship: entailment with 87.80% confidence."
"Cindy Tran For Daily Mail Australia .","Cindy Tran IMSA","hypernym","Predicted Relationship: contradiction with 88.25% confidence."
"Cindy Tran For Daily Mail Australia .","-Uncindy Tran Daily Mail Australia","polarity_negation","Predicted Relationship: contradiction with 85.24% confidence."
"Cindy Tran For Daily Mail Australia .","Cindy Tran Daily Mail Australia","RS","Predicted Relationship: entailment with 96.41% confidence."
"Cindy Tran For Daily Mail Australia .","Cindy Tran a lone DMA.","antonym","Predicted Relationship: contradiction with 47.54% confidence."
"It was an emotional two weeks of defeats, forfeits and winning titles, but a major international chess tournament were rocked after the sudden deaths of two players within hours of each other on the final day.","Two emotionally emotional weeks of defeat forfeiture and title victory but after two players suddenly died in the final days within hours the major international tournament was rocked.","RD","Predicted Relationship: entailment with 99.84% confidence."
"It was an emotional two weeks of defeats, forfeits and winning titles, but a major international chess tournament were rocked after the sudden deaths of two players within hours of each other on the final day.","Two emotionally emotional weeks of defeats forfeitures and title victories but a major international chess tournament rocked after two players suddenly died in the final days within hours.","hypernym","Predicted Relationship: entailment with 99.82% confidence."
"It was an emotional two weeks of defeats, forfeits and winning titles, but a major international chess tournament were rocked after the sudden deaths of two players within hours of each other on the final day.","Two emotionally emotional weeks of defeats forfeitures and title victories but a major non-international chess tournament rocked after two players suddenly died in the final days within hours.","polarity_negation","Predicted Relationship: contradiction with 99.74% confidence."
"It was an emotional two weeks of defeats, forfeits and winning titles, but a major international chess tournament were rocked after the sudden deaths of two players within hours of each other on the final day.","Two sudden emotional defeats forfeitures and title victories but a major international chess tournament rocked after two players died in the final days within hours.","RS","Predicted Relationship: entailment with 98.37% confidence."
"It was an emotional two weeks of defeats, forfeits and winning titles, but a major international chess tournament were rocked after the sudden deaths of two players within hours of each other on the final day.","Two emotionally emotional weeks of defeats forfeitures and title victories but a major national chess tournament rocked after two players suddenly died in the final days within hours.","antonym","Predicted Relationship: entailment with 79.09% confidence."
"Kurt Meier, a Swiss-born member of the Seychelles team, collapsed on Thursday afternoon at the 41st Chess Olympiad in northern Norway.","Swiss-born Seychelles team member Meier collapsed Thursday afternoon at the 41st Chess Olympiad in northern Norway.","RD","Predicted Relationship: entailment with 99.93% confidence."
"Kurt Meier, a Swiss-born member of the Seychelles team, collapsed on Thursday afternoon at the 41st Chess Olympiad in northern Norway.","Swiss-born Seychelles team member Kurt Meier collapsed Thursday afternoon at the 41st Chess Olympiad in northern Norway.","hypernym","Predicted Relationship: entailment with 99.94% confidence."
"Kurt Meier, a Swiss-born member of the Seychelles team, collapsed on Thursday afternoon at the 41st Chess Olympiad in northern Norway.","Swiss-born member of the non-Seychelles team Kurt Meier collapsed Thursday afternoon at the 41st Chess Olympiad in northern Norway.","polarity_negation","Predicted Relationship: contradiction with 99.39% confidence."
"Kurt Meier, a Swiss-born member of the Seychelles team, collapsed on Thursday afternoon at the 41st Chess Olympiad in northern Norway.","Swiss-born Chess team member Kurt Meier collapsed Thursday afternoon at the 41st Olympiad of the Seychelles in northern Norway.","RS","Predicted Relationship: contradiction with 80.81% confidence."
"Kurt Meier, a Swiss-born member of the Seychelles team, collapsed on Thursday afternoon at the 41st Chess Olympiad in northern Norway.","Swiss-born Seychelles team member Kurt Meier collapsed Thursday afternoon at the 41st Chess Olympiad in northern Norway.","antonym","Predicted Relationship: entailment with 99.94% confidence."
"The 67-year-old had suffered a heart attack at 3.30pm during his final match of the contest.","The 67-year-old suffered a heart attack at 5.30pm during the final match of the match.","RD","Predicted Relationship: contradiction with 99.75% confidence."
"The 67-year-old had suffered a heart attack at 3.30pm during his final match of the contest.","The 67-year-old suffered a heart attack at 5.30pm during a contesting net match.","hypernym","Predicted Relationship: contradiction with 99.03% confidence."
"The 67-year-old had suffered a heart attack at 3.30pm during his final match of the contest.","The 67-year-old didn't suffer a heart attack at 15:30 in the final match of the contest.","polarity_negation","Predicted Relationship: contradiction with 98.45% confidence."
"The 67-year-old had suffered a heart attack at 3.30pm during his final match of the contest.","The 67-year-old suffered a heart attack at 5.30pm during the final match of the contest.","RS","Predicted Relationship: contradiction with 99.72% confidence."
"The 67-year-old had suffered a heart attack at 3.30pm during his final match of the contest.","The 67-year-old suffered a heart attack at 5.30pm during the contest's final match.","antonym","Predicted Relationship: contradiction with 99.76% confidence."
"Emergency crews were called to the Radisson Blu hotel at around 10:30pm on Thursday.","Emergency crews were called to the Radisson Blu around 7 p.m. Thursday.","RD","Predicted Relationship: contradiction with 99.25% confidence."
"Emergency crews were called to the Radisson Blu hotel at around 10:30pm on Thursday.","Emergency crews were called to the Radisson Blu at 2 or so p.m. Thursday.","hypernym","Predicted Relationship: contradiction with 99.69% confidence."
"Emergency crews were called to the Radisson Blu hotel at around 10:30pm on Thursday.","Emergency crews called to the Radisson Blu hotel not until 2 p.m. Thursday.","polarity_negation","Predicted Relationship: contradiction with 99.94% confidence."
"Emergency crews were called to the Radisson Blu hotel at around 10:30pm on Thursday.","Emergency crews were called to the Blu Thursday at around 2 p.m.","RS","Predicted Relationship: contradiction with 99.84% confidence."
"Emergency crews were called to the Radisson Blu hotel at around 10:30pm on Thursday.","Emergency crews called to the Radisson Blu around 2 p.m. Thursday.","antonym","Predicted Relationship: contradiction with 99.90% confidence."
"A major international chess tournament in northern Norway were rocked by the sudden deaths of two players .","The sudden death of two chess players has rocked a major international chess tournament in Norway.","RD","Predicted Relationship: entailment with 99.93% confidence."
"A major international chess tournament in northern Norway were rocked by the sudden deaths of two players .","The sudden death of two chess players has rocked a major international chess tournament in Frederick_North Norway.","hypernym","Predicted Relationship: neutral with 94.53% confidence."
"A major international chess tournament in northern Norway were rocked by the sudden deaths of two players .","The sudden death of two chess players has rocked a major international chess tournament in northern Norway.","polarity_negation","Predicted Relationship: entailment with 99.92% confidence."
"A major international chess tournament in northern Norway were rocked by the sudden deaths of two players .","Two chess players suddenly died rocking an international chess tournament in major Norway for the north.","RS","Predicted Relationship: entailment with 99.84% confidence."
"A major international chess tournament in northern Norway were rocked by the sudden deaths of two players .","The sudden death of two chess players has rocked a minor international chess tournament in northern Norway.","antonym","Predicted Relationship: contradiction with 69.29% confidence."
"Norway police said on Twitter there was “no crime” suspected in either case and were not treating the deaths as suspicious.","Norwegian police said on the Norwegian police website that no crime was suspected in either case and that the death was not treated as suspicious.","RD","Predicted Relationship: contradiction with 69.48% confidence."
"Norway police said on Twitter there was “no crime” suspected in either case and were not treating the deaths as suspicious.","Norwegian police say on Twitter that there is no suspicion of transgression in either case and that the death was not treated as suspicious.","hypernym","Predicted Relationship: entailment with 99.94% confidence."
"Norway police said on Twitter there was “no crime” suspected in either case and were not treating the deaths as suspicious.","Norwegian police say on Twitter that there is no crime suspect in either case and that the death was not treated as suspicious.","polarity_negation","Predicted Relationship: entailment with 99.89% confidence."
"Norway police said on Twitter there was “no crime” suspected in either case and were not treating the deaths as suspicious.","Either police said on Twitter that the crime was not suspected in the Norwegian case and that the death was not treated as suspicious.","RS","Predicted Relationship: entailment with 99.11% confidence."
"Norway police said on Twitter there was “no crime” suspected in either case and were not treating the deaths as suspicious.","Norwegian police say on Twitter that there is no crime suspect in either case and that the death was not treated as suspicious.","antonym","Predicted Relationship: entailment with 99.89% confidence."
"While, tournament spokesman Jarle Heitmann said both died of natural causes.","But spokesman Jarle Heitmann said both died of natural causes.","RD","Predicted Relationship: entailment with 99.33% confidence."
"While, tournament spokesman Jarle Heitmann said both died of natural causes.","But tournament spokesman Jarle Heitmann said both died of raw causes.","hypernym","Predicted Relationship: entailment with 68.38% confidence."
"While, tournament spokesman Jarle Heitmann said both died of natural causes.","But tournament spokesman Jarle Heitmann said neither died of natural causes.","polarity_negation","Predicted Relationship: contradiction with 99.92% confidence."
"While, tournament spokesman Jarle Heitmann said both died of natural causes.","But both spokesman James Heitmann said the tournament was "naturally dead."","RS","Predicted Relationship: contradiction with 87.39% confidence."
"While, tournament spokesman Jarle Heitmann said both died of natural causes.","But tournament spokesman James Heitmann said both were born naturally.","antonym","Predicted Relationship: contradiction with 99.93% confidence."
"When so many people are gathered for such a long time, these things can happen,' he said.",""This could have happened when so many people had been gathering for a long time" he said.","RD","Predicted Relationship: entailment with 99.47% confidence."
"When so many people are gathered for such a long time, these things can happen,' he said.",""This could have happened when so many people had gathered for so long" he said.","hypernym","Predicted Relationship: entailment with 99.46% confidence."
"When so many people are gathered for such a long time, these things can happen,' he said.","He did not say that this could have happened when so many people had been gathering for so long.","polarity_negation","Predicted Relationship: contradiction with 90.52% confidence."
"When so many people are gathered for such a long time, these things can happen,' he said.",""There may have been many events as so many people gathered for so long" he said.","RS","Predicted Relationship: neutral with 99.08% confidence."
"When so many people are gathered for such a long time, these things can happen,' he said.",""This could have happened when so many people had gathered for such a short time" he said.","antonym","Predicted Relationship: contradiction with 91.13% confidence."
"Mr Heitmann said there was a brief moment of panic as emergency workers rushed to attend to the Seychelles player, as some participants apparently mistook their defibrillator for a gun and fled toward the exits.","Mr Heitmann said it was a moment of brief panic when emergency workers rushed to attend the Seychelles players because some of the participants apparently mistaken their defibrillators for guns and fled to the exit.","RD","Predicted Relationship: entailment with 99.74% confidence."
"Mr Heitmann said there was a brief moment of panic as emergency workers rushed to attend to the Seychelles player, as some participants apparently mistook their defibrillator for a gun and fled toward the exits.","Mr Heitmann said it was a moment of brief panic when emergency managers rushed to attention of the Seychelles players because some participants apparently mistaken their defibrillators for guns and fled to the exit.","hypernym","Predicted Relationship: entailment with 99.49% confidence."
"Mr Heitmann said there was a brief moment of panic as emergency workers rushed to attend to the Seychelles player, as some participants apparently mistook their defibrillator for a gun and fled toward the exits.","Mr Heitmann said it was a moment of brief panic when an emergency worker rushed to attend a Seychelles player because some participants apparently mistaken his defibrillator for a gun and fled to the exit.","polarity_negation","Predicted Relationship: entailment with 98.71% confidence."
"Mr Heitmann said there was a brief moment of panic as emergency workers rushed to attend to the Seychelles player, as some participants apparently mistook their defibrillator for a gun and fled toward the exits.","Mr. Some said it was a moment of brief panic when emergency workers rushed to attend the Seychelles players as Heitmann's defibrillator apparently mistook for his gun and fled to the exit.","RS","Predicted Relationship: contradiction with 99.03% confidence."
"Mr Heitmann said there was a brief moment of panic as emergency workers rushed to attend to the Seychelles player, as some participants apparently mistook their defibrillator for a gun and fled toward the exits.","Mr Heitmann said it was a moment of brief panic when an emergency idler rushed to attend a Seychelles player because some participants apparently mistaken his defibrillator for a gun and fled to the exit.","antonym","Predicted Relationship: entailment with 97.93% confidence."
"Former Australian chess grandmaster Ian Rogers, retired from chess in 2007, after he was warned by his doctors that the stress of top-level competition was causing him serious health problems.","Australian chess grandmaster Ian Rogers retired in 2007 after doctors warned him that stress from top-level competition would cause serious health problems.","RD","Predicted Relationship: entailment with 99.15% confidence."
"Former Australian chess grandmaster Ian Rogers, retired from chess in 2007, after he was warned by his doctors that the stress of top-level competition was causing him serious health problems.","Former Australian chess grandmaster Ian Rogers gave Australia notice in 070000 after doctors warned him that stress from top-level competition was causing serious health problems.","hypernym","Predicted Relationship: neutral with 78.65% confidence."
"Former Australian chess grandmaster Ian Rogers, retired from chess in 2007, after he was warned by his doctors that the stress of top-level competition was causing him serious health problems.","Former Australian chess grandmaster Ian Rogers retired from Australia in 2007 after being warned by his doctor that stress from top-level competition would cause serious health problems.","polarity_negation","Predicted Relationship: neutral with 55.21% confidence."
"Former Australian chess grandmaster Ian Rogers, retired from chess in 2007, after he was warned by his doctors that the stress of top-level competition was causing him serious health problems.","Australian top chess grandmaster Ian Rogers retired in 2007 after being warned by his doctor that stress from the former level of competition was causing him serious health problems.","RS","Predicted Relationship: entailment with 99.02% confidence."
"Former Australian chess grandmaster Ian Rogers, retired from chess in 2007, after he was warned by his doctors that the stress of top-level competition was causing him serious health problems.","Former Australian chess grandmaster Ian Rogers retired from Australia in 2007 after being warned by his doctor that he was suffering serious unwellness problems due to stress from top-level competition.","antonym","Predicted Relationship: neutral with 49.35% confidence."
"The tournament had 1,800 competitors from 174 countries, accompanied by more than 1,000 coaches, delegates and fans.","The tournament has 1800 competitors from 174 countries with more than 1000 delegates and fans from 174 countries.","RD","Predicted Relationship: neutral with 99.76% confidence."
"The tournament had 1,800 competitors from 174 countries, accompanied by more than 1,000 coaches, delegates and fans.","The tournament brought forth 1800 competitors from 174 countries with more than 1000 coaches delegates and fans.","hypernym","Predicted Relationship: entailment with 99.10% confidence."
"The tournament had 1,800 competitors from 174 countries, accompanied by more than 1,000 coaches, delegates and fans.","The tournament did not have 1800 competitors from 174 countries with more than 1000 coaches delegates and fans.","polarity_negation","Predicted Relationship: contradiction with 82.35% confidence."
