Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"The work that Chandler (Riggs) is doing on Carl is amazing.","Handler Riggs working with Carl is discombobulating.","hypernym","Predicted Relationship: contradiction with 99.69% confidence."
"The work that Chandler (Riggs) is doing on Carl is amazing.","It's amazing how Handler (Riggs) and Carl are not working together.","polarity_negation","Predicted Relationship: contradiction with 99.54% confidence."
"The work that Chandler (Riggs) is doing on Carl is amazing.","Amazing how Carl (Riggs) works with Chandler.","RS","Predicted Relationship: contradiction with 97.21% confidence."
"The work that Chandler (Riggs) is doing on Carl is amazing.","Amazing how idle Chandler (Riggs) is to Carl.","antonym","Predicted Relationship: contradiction with 99.97% confidence."
"I think all the actors would agree: Watching his transformation over the first three seasons of this show is a really cool piece of this show.","I think the actors agree that watching him transform for the first three seasons is a really cool piece of this show.","RD","Predicted Relationship: entailment with 99.78% confidence."
"I think all the actors would agree: Watching his transformation over the first three seasons of this show is a really cool piece of this show.","I think all re-creators agree that watching him transform for the first three seasons is a really cool piece of this show.","hypernym","Predicted Relationship: neutral with 54.06% confidence."
"I think all the actors would agree: Watching his transformation over the first three seasons of this show is a really cool piece of this show.","I don't think all actors agree that watching him transform for the first three seasons is a really cool piece of this show.","polarity_negation","Predicted Relationship: contradiction with 99.16% confidence."
"I think all the actors would agree: Watching his transformation over the first three seasons of this show is a really cool piece of this show.","I think all actors agree that watching him transform for the first three seasons is a really cool piece of this show.","RS","Predicted Relationship: entailment with 99.65% confidence."
"I think all the actors would agree: Watching his transformation over the first three seasons of this show is a really cool piece of this show.","I forgot that all the actors agreed that watching him transform for the first three seasons was really cool part of this show.","antonym","Predicted Relationship: neutral with 91.81% confidence."
"He's been expanding his role in very cool ways, becoming this child soldier that we've gotten to know.","He expanded his role in a cool way becoming this child soldier as we know him.","RD","Predicted Relationship: entailment with 99.79% confidence."
"He's been expanding his role in very cool ways, becoming this child soldier that we've gotten to know.","He expanded his role in a very cool way becoming this child soldier we mate with.","hypernym","Predicted Relationship: neutral with 98.94% confidence."
"He's been expanding his role in very cool ways, becoming this child soldier that we've gotten to know.","He expanded his role in a very cool way becoming this child soldier as we know it.","polarity_negation","Predicted Relationship: entailment with 99.58% confidence."
"He's been expanding his role in very cool ways, becoming this child soldier that we've gotten to know.","He expanded his role in a childish way becoming this soldier we know very well.","RS","Predicted Relationship: entailment with 56.59% confidence."
"He's been expanding his role in very cool ways, becoming this child soldier that we've gotten to know.","He expanded his role in a very cool way becoming this child soldier we ignore.","antonym","Predicted Relationship: contradiction with 99.70% confidence."
"He's a character that I would recommend people pay attention to and watch.","A character that people should pay attention to and I should watch.","RD","Predicted Relationship: neutral with 97.32% confidence."
"He's a character that I would recommend people pay attention to and watch.","He is a character that a being should pay attention to watch.","hypernym","Predicted Relationship: entailment with 99.23% confidence."
"He's a character that I would recommend people pay attention to and watch.","He is not a character that people should pay attention to watch.","polarity_negation","Predicted Relationship: contradiction with 99.83% confidence."
"He's a character that I would recommend people pay attention to and watch.","I'm a character that people should pay attention to and he should watch.","RS","Predicted Relationship: contradiction with 94.89% confidence."
"He's a character that I would recommend people pay attention to and watch.","He is a character people miss and I recommend people watch for him.","antonym","Predicted Relationship: neutral with 99.85% confidence."
"It's watching these characters grow and change over time.","Watch this character grow and change over time.","RD","Predicted Relationship: entailment with 98.97% confidence."
"It's watching these characters grow and change over time.","Watching this character grow and change over time is what it is.","hypernym","Predicted Relationship: entailment with 99.64% confidence."
"It's watching these characters grow and change over time.","It's not like watching these characters grow and change over time.","polarity_negation","Predicted Relationship: contradiction with 99.76% confidence."
"It's watching these characters grow and change over time.","This character has grown and changed over time and will be watched over time.","RS","Predicted Relationship: entailment with 96.08% confidence."
"It's watching these characters grow and change over time.","Watching this character grow and change over time is what it is.","antonym","Predicted Relationship: entailment with 99.64% confidence."
"That's really the core aspect, and you don't really see that in a lot of television shows.","That's the really core aspect and you really see it on a lot of TV shows.","RD","Predicted Relationship: contradiction with 99.79% confidence."
"That's really the core aspect, and you don't really see that in a lot of television shows.","That's really the core aspect and you really don't see it on a lot of TV shows.","hypernym","Predicted Relationship: entailment with 99.38% confidence."
"That's really the core aspect, and you don't really see that in a lot of television shows.","That's not really the core aspect and you really don't see it on a lot of TV shows.","polarity_negation","Predicted Relationship: contradiction with 99.89% confidence."
"That's really the core aspect, and you don't really see that in a lot of television shows.","That's the really core aspect and you really don't see it on a lot of shows on TV.","RS","Predicted Relationship: entailment with 99.72% confidence."
"That's really the core aspect, and you don't really see that in a lot of television shows.","That's really the core aspect and you don't see it insubstantially on a lot of TV shows.","antonym","Predicted Relationship: entailment with 59.24% confidence."
"When you look at season 3, sure, Glenn's there, Rick's there, Daryl Dixon's there -- but they're vastly different than they were in season 1.","Glenn Rick and Dixon are sure there if you look at the third season but they are vastly different from the first.","RD","Predicted Relationship: entailment with 99.91% confidence."
"When you look at season 3, sure, Glenn's there, Rick's there, Daryl Dixon's there -- but they're vastly different than they were in season 1.","Glenn Rick and Daryl Dixon are sure there if you look at the third season but they are vastly different from the first.","hypernym","Predicted Relationship: entailment with 99.92% confidence."
"When you look at season 3, sure, Glenn's there, Rick's there, Daryl Dixon's there -- but they're vastly different than they were in season 1.","Glenn not Rick and Daryl Dixon are sure there if you look at the third season but they are vastly different from the first.","polarity_negation","Predicted Relationship: entailment with 99.41% confidence."
"When you look at season 3, sure, Glenn's there, Rick's there, Daryl Dixon's there -- but they're vastly different than they were in season 1.","Glenn Rick and Dixon 3 are sure there if you look at the Daryl season but they are vastly different from the first season.","RS","Predicted Relationship: entailment with 87.51% confidence."
"When you look at season 3, sure, Glenn's there, Rick's there, Daryl Dixon's there -- but they're vastly different than they were in season 1.","Glenn Rick and Daryl Dixon are sure there if you look at the third season but they are vastly different from the first.","antonym","Predicted Relationship: entailment with 99.92% confidence."
"Kirkman: I've gotten the benefit of working in the comic industry for 10 years.","Kirkman said he would benefit from working in the comic industry for 10 years.","RD","Predicted Relationship: entailment with 91.00% confidence."
"Kirkman: I've gotten the benefit of working in the comic industry for 10 years.","Kirkman said he would benefit from working in the comic industry for 10 years.","hypernym","Predicted Relationship: entailment with 91.00% confidence."
"Kirkman: I've gotten the benefit of working in the comic industry for 10 years.","Kirkman unemployed said he would benefit from working in the comic industry for 10 years.","polarity_negation","Predicted Relationship: neutral with 84.86% confidence."
"Kirkman: I've gotten the benefit of working in the comic industry for 10 years.","Years of work in the comic industry has benefitted him says Kirkman.","RS","Predicted Relationship: entailment with 99.85% confidence."
"Kirkman: I've gotten the benefit of working in the comic industry for 10 years.","Kirkman said he would benefit from working in the comic industry for 10 years.","antonym","Predicted Relationship: entailment with 91.00% confidence."
"I've always been very tuned in to fan reactions, message boards and all that kind of stuff.","I'm always very tuned into fan reaction message boards and all kinds of stuff.","RD","Predicted Relationship: entailment with 99.87% confidence."
"I've always been very tuned in to fan reactions, message boards and all that kind of stuff.","I'm always very tuned into fan reaction message boards and all that genial stuff.","hypernym","Predicted Relationship: neutral with 98.47% confidence."
"I've always been very tuned in to fan reactions, message boards and all that kind of stuff.","I've always been very tuned into the fan-unresponsive message boards and all that kind of stuff.","polarity_negation","Predicted Relationship: contradiction with 99.27% confidence."
"I've always been very tuned in to fan reactions, message boards and all that kind of stuff.","I'm always very tuned into fan reaction message boards and all that kind of stuff.","RS","Predicted Relationship: entailment with 99.77% confidence."
"I've always been very tuned in to fan reactions, message boards and all that kind of stuff.","I've always been very tuned into the fan reaction message boards and all that unkind stuff.","antonym","Predicted Relationship: neutral with 99.90% confidence."
"I'm pretty good at ignoring the negative comments and not letting them get me too much.","I'm good at ignoring negative comments and not letting them get too much of me.","RD","Predicted Relationship: entailment with 99.71% confidence."
"I'm pretty good at ignoring the negative comments and not letting them get me too much.","I'm pretty good at ignoring damaging comments and not letting them get too much of me.","hypernym","Predicted Relationship: entailment with 97.60% confidence."
"I'm pretty good at ignoring the negative comments and not letting them get me too much.","I'm pretty good at ignoring negative comments and not letting them get too much of me.","polarity_negation","Predicted Relationship: entailment with 99.57% confidence."
"I'm pretty good at ignoring the negative comments and not letting them get me too much.","I'm pretty good at ignoring much commentary and not letting it get too negative for me.","RS","Predicted Relationship: entailment with 99.04% confidence."
"I'm pretty good at ignoring the negative comments and not letting them get me too much.","I'm pretty good at ignoring negative comments and not letting them leave too much on me.","antonym","Predicted Relationship: entailment with 99.41% confidence."
"There's always going to be negative comments.","The comment was negged.","RD","Predicted Relationship: neutral with 69.20% confidence."
"There's always going to be negative comments.","Accountability is always negative.","hypernym","Predicted Relationship: neutral with 99.04% confidence."
"There's always going to be negative comments.","Comments are not always negged.","polarity_negation","Predicted Relationship: neutral with 87.18% confidence."
"There's always going to be negative comments.","Always negative in comments.","RS","Predicted Relationship: entailment with 98.92% confidence."
"There's always going to be negative comments.","Never negative comments.","antonym","Predicted Relationship: contradiction with 99.97% confidence."
"Honestly, I've learned if you don't have negativity in fan reactions, you're just not reaching enough fans.","I've learned to be honest you just don't reach a million fans if you don't have a negative reaction from fans.","RD","Predicted Relationship: neutral with 99.72% confidence."
"Honestly, I've learned if you don't have negativity in fan reactions, you're just not reaching enough fans.","I've learned to be honest if you don't have an electronegative reaction you just won't reach enough fans.","hypernym","Predicted Relationship: neutral with 99.41% confidence."
"Honestly, I've learned if you don't have negativity in fan reactions, you're just not reaching enough fans.","I've learned to be honest if you don't have a negative reaction from fans you just won't reach enough.","polarity_negation","Predicted Relationship: entailment with 99.90% confidence."
"Honestly, I've learned if you don't have negativity in fan reactions, you're just not reaching enough fans.","I honestly learned that if you don't have a negative reaction just then you won't reach enough fans.","RS","Predicted Relationship: entailment with 99.84% confidence."
"Honestly, I've learned if you don't have negativity in fan reactions, you're just not reaching enough fans.","I've learned to be honest if you don't have a positive reaction from fans you just won't reach enough fans.","antonym","Predicted Relationship: contradiction with 99.86% confidence."
"With "The Walking Dead" being as popular as it is, I actually enjoy the negative comments.","I enjoy negative comments as The Walking Dead is as popular.","RD","Predicted Relationship: entailment with 99.91% confidence."
"With "The Walking Dead" being as popular as it is, I actually enjoy the negative comments.","I actually enjoy negative comments because The Walking Dead is currently the most popular show.","hypernym","Predicted Relationship: neutral with 98.19% confidence."
"With "The Walking Dead" being as popular as it is, I actually enjoy the negative comments.","I actually enjoy negative comments because The Walking Dead is as popular.","polarity_negation","Predicted Relationship: entailment with 98.49% confidence."
"With "The Walking Dead" being as popular as it is, I actually enjoy the negative comments.","I actually enjoyed the Walking comments as the Negative Dead was as popular.","RS","Predicted Relationship: contradiction with 89.85% confidence."
"With "The Walking Dead" being as popular as it is, I actually enjoy the negative comments.","I can potentially enjoy negative comments as The Walking Dead is as popular.","antonym","Predicted Relationship: entailment with 99.51% confidence."
"We're reaching people to a point where they care so much, they voice their opinions.","We reach people with the care and voice of their opinions.","RD","Predicted Relationship: entailment with 99.00% confidence."
"We're reaching people to a point where they care so much, they voice their opinions.","We have arrived at a people who care to the point of voice their opinions.","hypernym","Predicted Relationship: entailment with 99.84% confidence."
"We're reaching people to a point where they care so much, they voice their opinions.","We haven't reached people who care to the point where they voice their opinions.","polarity_negation","Predicted Relationship: contradiction with 99.93% confidence."
"We're reaching people to a point where they care so much, they voice their opinions.","To the point where people are reaching out to us with their opinions and their voices.","RS","Predicted Relationship: entailment with 86.33% confidence."
"We're reaching people to a point where they care so much, they voice their opinions.","We have reached people with a lack of care to the point of being the voice of their opinion.","antonym","Predicted Relationship: contradiction with 99.66% confidence."
"Kirkman: There's always stuff like that thrown out, but there's no plans like that right now.","@name","RD","Predicted Relationship: neutral with 50.24% confidence."
"Kirkman: There's always stuff like that thrown out, but there's no plans like that right now.","Key out Kirkman.","hypernym","Predicted Relationship: contradiction with 95.18% confidence."
"Kirkman: There's always stuff like that thrown out, but there's no plans like that right now.","not Kirkman.","polarity_negation","Predicted Relationship: contradiction with 99.95% confidence."
"Kirkman: There's always stuff like that thrown out, but there's no plans like that right now.","Kirkman","RS","Predicted Relationship: neutral with 98.42% confidence."
"Kirkman: There's always stuff like that thrown out, but there's no plans like that right now.","Kirkman","antonym","Predicted Relationship: neutral with 98.42% confidence."
"It's enough for "The Walking Dead" to be a television show, a comic, a video game, another video game and another video game.","It's enough to have a Walking show on TV a comic another video game another video game another video game.","RD","Predicted Relationship: entailment with 88.74% confidence."
"It's enough for "The Walking Dead" to be a television show, a comic, a video game, another video game and another video game.","It's enough to show The Walking Dead on TV comics another video part another video game another video game.","hypernym","Predicted Relationship: entailment with 72.03% confidence."
"It's enough for "The Walking Dead" to be a television show, a comic, a video game, another video game and another video game.","It wasn't enough to show on TV The Walking Dead comics another video game another video game another video game.","polarity_negation","Predicted Relationship: contradiction with 99.54% confidence."
"It's enough for "The Walking Dead" to be a television show, a comic, a video game, another video game and another video game.","Walking is enough to show on TV comics another video game another video game another video game...","RS","Predicted Relationship: entailment with 83.17% confidence."
"It's enough for "The Walking Dead" to be a television show, a comic, a video game, another video game and another video game.","It's not enough to have a TV show called "Walking Dead" and a comic another video game another video game another video game.","antonym","Predicted Relationship: contradiction with 98.02% confidence."
"There's quite a lot going on in "The Walking Dead" world.","A lot is going on in the Walking Dead world.","RD","Predicted Relationship: entailment with 99.89% confidence."
"There's quite a lot going on in "The Walking Dead" world.","quite a lot is starting on in the Walking Dead world.","hypernym","Predicted Relationship: entailment with 79.54% confidence."
"There's quite a lot going on in "The Walking Dead" world.","There's quite a lot going on in the Walking Dead world.","polarity_negation","Predicted Relationship: entailment with 99.43% confidence."
"There's quite a lot going on in "The Walking Dead" world.","A lot goes on in the Walking Dead quite a bit world.","RS","Predicted Relationship: entailment with 97.03% confidence."
"There's quite a lot going on in "The Walking Dead" world.","quite a lot has stayed in place in the Walking Dead world.","antonym","Predicted Relationship: contradiction with 72.93% confidence."
"I can't say there's never going to be a movie; it's just not on our radar yet.","Can't say there was never a movie it just wasn't on our radar yet.","RD","Predicted Relationship: neutral with 71.38% confidence."
"I can't say there's never going to be a movie; it's just not on our radar yet.","I can't pronounce "never" movies they just aren't on our radar yet.","hypernym","Predicted Relationship: entailment with 95.16% confidence."
"I can't say there's never going to be a movie; it's just not on our radar yet.","I can't say there was never a movie it just wasn't on our radar yet.","polarity_negation","Predicted Relationship: neutral with 89.83% confidence."
"I can't say there's never going to be a movie; it's just not on our radar yet.","We can't say there was never a movie it just wasn't on my radar yet.","RS","Predicted Relationship: neutral with 42.98% confidence."
"I can't say there's never going to be a movie; it's just not on our radar yet.","I can't say there was never a movie it just wasn't on our radar yet.","antonym","Predicted Relationship: neutral with 89.83% confidence."
"Kirkman: I think we'd be incredibly fortunate if we were one of those shows that got to go seven seasons.","Kirkman","RD","Predicted Relationship: neutral with 99.68% confidence."
"Kirkman: I think we'd be incredibly fortunate if we were one of those shows that got to go seven seasons.","Kirkman","hypernym","Predicted Relationship: neutral with 99.68% confidence."
"Kirkman: I think we'd be incredibly fortunate if we were one of those shows that got to go seven seasons.","not Kirkman.","polarity_negation","Predicted Relationship: contradiction with 99.88% confidence."
"Kirkman: I think we'd be incredibly fortunate if we were one of those shows that got to go seven seasons.","Kirkman","RS","Predicted Relationship: neutral with 99.68% confidence."
"Kirkman: I think we'd be incredibly fortunate if we were one of those shows that got to go seven seasons.","Kirkman","antonym","Predicted Relationship: neutral with 99.68% confidence."
"I think that's a good possibility in our future, the way things are going.","I think that could be a good thing in our future with the going.","RD","Predicted Relationship: entailment with 99.38% confidence."
"I think that's a good possibility in our future, the way things are going.","I pored over the possibility that might be a good thing in our future as things go.","hypernym","Predicted Relationship: neutral with 98.70% confidence."
"I think that's a good possibility in our future, the way things are going.","I think that could be a good thing in our future because things won't go.","polarity_negation","Predicted Relationship: contradiction with 86.28% confidence."
"I think that's a good possibility in our future, the way things are going.","That's a good thing for our future I think as I've gone.","RS","Predicted Relationship: entailment with 92.84% confidence."
"I think that's a good possibility in our future, the way things are going.","I think that could be evil in our future as things go.","antonym","Predicted Relationship: contradiction with 99.92% confidence."
"At the same time, this is a very unique show.","It's a very unique show but at the same time.","RD","Predicted Relationship: entailment with 99.89% confidence."
"At the same time, this is a very unique show.","This is shown very alone but at the same time.","hypernym","Predicted Relationship: neutral with 85.86% confidence."
"At the same time, this is a very unique show.","This is not a very unique show but at the same time.","polarity_negation","Predicted Relationship: contradiction with 98.41% confidence."
"At the same time, this is a very unique show.","The show is the very same but this time it is different.","RS","Predicted Relationship: neutral with 93.72% confidence."
"At the same time, this is a very unique show.","This is a very unique hide but at the same time.","antonym","Predicted Relationship: contradiction with 96.92% confidence."
"Personally, if I could wave a magic wand, I'd make it go 20 seasons.","If I could wave a magic wand I would make it go for 20 seasons.","RD","Predicted Relationship: entailment with 99.94% confidence."
"Personally, if I could wave a magic wand, I'd make it go 20 seasons.","I personally make it go for 20 seasons if I can wave a supernatural wand.","hypernym","Predicted Relationship: entailment with 99.90% confidence."
"Personally, if I could wave a magic wand, I'd make it go 20 seasons.","I personally would make it go for 20 seasons if I could wave a magic wand.","polarity_negation","Predicted Relationship: entailment with 99.96% confidence."
"Personally, if I could wave a magic wand, I'd make it go 20 seasons.","If I could wave a personal wand I would make it go for 20 seasons.","RS","Predicted Relationship: entailment with 99.59% confidence."
"Personally, if I could wave a magic wand, I'd make it go 20 seasons.","If I could wave a magic wand I would impersonally make it go for 20 seasons.","antonym","Predicted Relationship: contradiction with 98.67% confidence."
"This is the kind of story that is exciting to watch these characters grown and change over time.","Kind of a story to watch these characters grow and change over time.","RD","Predicted Relationship: entailment with 96.34% confidence."
"This is the kind of story that is exciting to watch these characters grown and change over time.","Watching these characters grow and make a difference over time is exciting for this kind of story.","hypernym","Predicted Relationship: entailment with 84.59% confidence."
"This is the kind of story that is exciting to watch these characters grown and change over time.","It's exciting to watch these characters grow and change over time not this kind of story.","polarity_negation","Predicted Relationship: contradiction with 96.15% confidence."
"This is the kind of story that is exciting to watch these characters grown and change over time.","Watching these characters grow and change is exciting for a kind of story over time.","RS","Predicted Relationship: entailment with 99.74% confidence."
"This is the kind of story that is exciting to watch these characters grown and change over time.","Watching these unkind stories grow and change over time is exciting.","antonym","Predicted Relationship: neutral with 65.33% confidence."
"The comic book has been going for a decade and probably will go for another decade, I hope.","Comic books have been around for one year and hopefully for a decade more I hope.","RD","Predicted Relationship: contradiction with 93.49% confidence."
"The comic book has been going for a decade and probably will go for another decade, I hope.","Comic books have gone for decades and hopefully more I hope.","hypernym","Predicted Relationship: entailment with 44.00% confidence."
"The comic book has been going for a decade and probably will go for another decade, I hope.","Comic books have gone for decades and hopefully not more as I hope.","polarity_negation","Predicted Relationship: contradiction with 97.66% confidence."
"The comic book has been going for a decade and probably will go for another decade, I hope.","The decade books have gone for a comic book and hopefully for a decade more.","RS","Predicted Relationship: entailment with 99.28% confidence."
"The comic book has been going for a decade and probably will go for another decade, I hope.","Comic books have been gone for decades and hopefully for decades more.","antonym","Predicted Relationship: contradiction with 99.92% confidence."
"I have no intention of ending that any time soon.","I intend to end that any time soon.","RD","Predicted Relationship: contradiction with 99.81% confidence."
"I have no intention of ending that any time soon.","I didn't intend to subdivision that any time soon.","hypernym","Predicted Relationship: entailment with 98.63% confidence."
"I have no intention of ending that any time soon.","I didn't intend to end that any time soon.","polarity_negation","Predicted Relationship: entailment with 99.78% confidence."
"I have no intention of ending that any time soon.","I'm not going to be able to end that anytime soon.","RS","Predicted Relationship: neutral with 99.26% confidence."
"I have no intention of ending that any time soon.","I didn't intend to begin that any time soon.","antonym","Predicted Relationship: contradiction with 98.41% confidence."
"I think there will always be a wealth of story potential in a universe like this.","I think there will always be wealth potential in universes like this.","RD","Predicted Relationship: neutral with 60.81% confidence."
"I think there will always be a wealth of story potential in a universe like this.","I think there is wealth of story potential in e'er universes like this.","hypernym","Predicted Relationship: entailment with 99.05% confidence."
"I think there will always be a wealth of story potential in a universe like this.","I think there is always wealth of non-story potential in universes like this.","polarity_negation","Predicted Relationship: neutral with 74.37% confidence."
"I think there will always be a wealth of story potential in a universe like this.","This is thinking that in a universe like mine there will always be wealth of story potential.","RS","Predicted Relationship: neutral with 92.32% confidence."
"I think there will always be a wealth of story potential in a universe like this.","I forgot that there was always wealth of story potential in universes like this.","antonym","Predicted Relationship: neutral with 72.30% confidence."
"Debbie Foster already watched one son die in agony from Leigh’s Syndrome – helpless to relieve his pain.","Debbie already watched her son die in agony in pain from Leigh's Syndrome without any help to relieve the pain.","RD","Predicted Relationship: entailment with 99.80% confidence."
"Debbie Foster already watched one son die in agony from Leigh’s Syndrome – helpless to relieve his pain.","Debbie Foster has already watched her son who was in agony in pain from Leigh's Syndrome and who had no help to relieve the pain die in agony.","hypernym","Predicted Relationship: entailment with 99.87% confidence."
"Debbie Foster already watched one son die in agony from Leigh’s Syndrome – helpless to relieve his pain.","Debbie Foster has already watched her son who was in agony and in pain from Leigh's Syndrome die in agony without her help to relieve the pain.","polarity_negation","Predicted Relationship: entailment with 99.64% confidence."
"Debbie Foster already watched one son die in agony from Leigh’s Syndrome – helpless to relieve his pain.","Debbie Foster has already watched her one son Leigh who was in agony in pain from Syndrome and who she had no help to relieve the pain.","RS","Predicted Relationship: entailment with 98.38% confidence."
"Debbie Foster already watched one son die in agony from Leigh’s Syndrome – helpless to relieve his pain.","Debbie Foster has already watched her son who was in agony in pain from Leigh's Syndrome and who she didn't help to enforce die in agony.","antonym","Predicted Relationship: entailment with 99.54% confidence."
"So after hearing a second son had the same rare and terminal condition, she found some solace when doctors said a new procedure could relieve his agony.","So after hearing that her second son had the same rare condition she found some solace in the doctor's words: "The new procedure may relieve the agony of my second son."","RD","Predicted Relationship: entailment with 88.75% confidence."
"So after hearing a second son had the same rare and terminal condition, she found some solace when doctors said a new procedure could relieve his agony.","So after hearing her son had the same rare and terminal condition she found some solace in the doctor's words: "The new procedure may relieve the agony of my second son."","hypernym","Predicted Relationship: entailment with 74.32% confidence."
"So after hearing a second son had the same rare and terminal condition, she found some solace when doctors said a new procedure could relieve his agony.","So after hearing her son had the same rare and terminal condition she found some solace in the doctor's words: "The new procedure may relieve the agony of my second son."","polarity_negation","Predicted Relationship: entailment with 74.32% confidence."
"So after hearing a second son had the same rare and terminal condition, she found some solace when doctors said a new procedure could relieve his agony.","So there are rare terminal conditions she has later heard from the agonizing two sons who at the same time found some solace in the doctor's words that a new procedure might relieve their pain.","RS","Predicted Relationship: entailment with 99.11% confidence."
"So after hearing a second son had the same rare and terminal condition, she found some solace when doctors said a new procedure could relieve his agony.","So after hearing her son had the same rare and terminal condition she found some solace in the doctor's words: "The doctor said the new procedure could enforce the agony of my second son."","antonym","Predicted Relationship: contradiction with 99.80% confidence."
"But this small comfort was cruelly taken away when just weeks before Jake, 13, was due to have the operation, NHS bosses refused to pay due to funding cuts.","But this small comfort was cruelly taken away just weeks before Jake 13 was due to operate a business that his bosses refused to pay because of funding cuts.","RD","Predicted Relationship: contradiction with 99.76% confidence."
"But this small comfort was cruelly taken away when just weeks before Jake, 13, was due to have the operation, NHS bosses refused to pay due to funding cuts.","But this small comfort was cruelly taken away just weeks before soma 13 was due to have an operation which NHS bosses refused to pay for because of funding cuts.","hypernym","Predicted Relationship: entailment with 92.31% confidence."
"But this small comfort was cruelly taken away when just weeks before Jake, 13, was due to have the operation, NHS bosses refused to pay due to funding cuts.","But this small comfort was cruelly taken away just weeks before Jake 13 was due to have an operation paid for by NHS bosses he refused to pay because of funding cuts.","polarity_negation","Predicted Relationship: contradiction with 90.23% confidence."
"But this small comfort was cruelly taken away when just weeks before Jake, 13, was due to have the operation, NHS bosses refused to pay due to funding cuts.","But this small comfort was cruelly taken away just weeks before Jake 13 was due to have an operation paid for by NHS bosses he refused to pay because of funding cuts.","RS","Predicted Relationship: contradiction with 90.23% confidence."
"But this small comfort was cruelly taken away when just weeks before Jake, 13, was due to have the operation, NHS bosses refused to pay due to funding cuts.","But this small comfort was cruelly taken away just weeks before Jake 13 was due to operate a NHS operation he was refused by the NHS boss over funding expansion.","antonym","Predicted Relationship: contradiction with 99.90% confidence."
"Terminally ill teenager Jake Foster was denied NHS funding for an operation to reduce his pain.","The NHS denied the denial of NHS funding for operations to reduce the pain of ill teenager Jake Foster.","RD","Predicted Relationship: contradiction with 98.17% confidence."
"Terminally ill teenager Jake Foster was denied NHS funding for an operation to reduce his pain.","The NHS denied funding for an operation to reduce the pain of the terminally ill teenager Jake Foster.","hypernym","Predicted Relationship: entailment with 99.97% confidence."
"Terminally ill teenager Jake Foster was denied NHS funding for an operation to reduce his pain.","The NHS denied the pain operation to the terminally ill Jake Foster unborn teenager.","polarity_negation","Predicted Relationship: contradiction with 99.57% confidence."
"Terminally ill teenager Jake Foster was denied NHS funding for an operation to reduce his pain.","The NHS denied funding for the operation to reduce the pain of the terminally ill teenager Jake Foster.","RS","Predicted Relationship: entailment with 99.97% confidence."
"Terminally ill teenager Jake Foster was denied NHS funding for an operation to reduce his pain.","The NHS denied funding for the operation to reduce the pain of the terminally well-being teenager Jake Foster.","antonym","Predicted Relationship: contradiction with 95.59% confidence."
"But thanks to hundreds of MailOnline readers donating money to his fund, the youngster will be able to have the procedure privately .","But the youngster could have private procedures because hundreds of newspaper readers donated money to his fund.","RD","Predicted Relationship: entailment with 89.82% confidence."
"But thanks to hundreds of MailOnline readers donating money to his fund, the youngster will be able to have the procedure privately .","But the youngster could have private work because hundreds of MailOnline readers donated money to his fund.","hypernym","Predicted Relationship: entailment with 99.92% confidence."
"But thanks to hundreds of MailOnline readers donating money to his fund, the youngster will be able to have the procedure privately .","But because hundreds of MailOnline readers donated money to his fund no youngster could have private procedures.","polarity_negation","Predicted Relationship: contradiction with 98.41% confidence."
"But thanks to hundreds of MailOnline readers donating money to his fund, the youngster will be able to have the procedure privately .","But he could have had private procedures because hundreds of MailOnline readers donated to his fund.","RS","Predicted Relationship: entailment with 99.27% confidence."
"But thanks to hundreds of MailOnline readers donating money to his fund, the youngster will be able to have the procedure privately .","But the youngster could abstain from private procedures because hundreds of MailOnline readers donated money to his fund.","antonym","Predicted Relationship: contradiction with 98.55% confidence."
"Jake (pictured with his parents, Debbie and Robert) has a very rare genetic condition called Leigh's Syndrome, which has already killed one of his brothers .","Jake has a very rare genetic condition called Leigh's Syndrome which has already killed one of his brothers along with his parents Debbie and his brother.","RD","Predicted Relationship: neutral with 67.92% confidence."
"Jake (pictured with his parents, Debbie and Robert) has a very rare genetic condition called Leigh's Syndrome, which has already killed one of his brothers .","Jake has a very rare genetic condition called Leigh's Syndrome with his parents Debbie and Robert in his flesh and it has already killed one of his brothers.","hypernym","Predicted Relationship: neutral with 67.05% confidence."
"Jake (pictured with his parents, Debbie and Robert) has a very rare genetic condition called Leigh's Syndrome, which has already killed one of his brothers .","Jake along with his parents Debbie and Robert did not have Leigh's Syndrome a very rare genetic condition that had already killed one of his brothers.","polarity_negation","Predicted Relationship: contradiction with 94.70% confidence."
"Jake (pictured with his parents, Debbie and Robert) has a very rare genetic condition called Leigh's Syndrome, which has already killed one of his brothers .","Jake has a very rare genetic condition called Syndrome Robert which has already killed one of his brothers along with his parents Debbie and Leigh.","RS","Predicted Relationship: contradiction with 95.30% confidence."
"Jake (pictured with his parents, Debbie and Robert) has a very rare genetic condition called Leigh's Syndrome, which has already killed one of his brothers .","Jake has a very rare genetic condition called Leigh's Syndrome with his abstinence parents Debbie and Robert and has already killed one of his brothers.","antonym","Predicted Relationship: neutral with 54.98% confidence."
"Jake has lost most of the movement in his muscles, meaning he is in constant pain and confined to a wheelchair.","Jake as a muscle lost most of his movement which meant he was in constant pain and confinement.","RD","Predicted Relationship: entailment with 99.11% confidence."
"Jake has lost most of the movement in his muscles, meaning he is in constant pain and confined to a wheelchair.","Jake as a muscle regressed most of his movement causing constant pain and confinement in a wheelchair.","hypernym","Predicted Relationship: entailment with 97.87% confidence."
