Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"A South African preacher who made his congregation eat grass to make them 'closer to God' before using them as a human carpet has now got them drinking petrol.","South African preachers now get to drink petrol making their congregation eat grass to get closer to God before using it on human carpets.","hypernym","Predicted Relationship: contradiction with 95.25% confidence."
"A South African preacher who made his congregation eat grass to make them 'closer to God' before using them as a human carpet has now got them drinking petrol.","Now South African preachers get to drink petrol making their congregation eat grass to get closer to God before they use grass to not use human carpets.","polarity_negation","Predicted Relationship: contradiction with 98.69% confidence."
"A South African preacher who made his congregation eat grass to make them 'closer to God' before using them as a human carpet has now got them drinking petrol.","South African preachers now get to drink petrol making their congregation eat grass to get humanely closer to God before using it on more carpets.","RS","Predicted Relationship: contradiction with 96.07% confidence."
"A South African preacher who made his congregation eat grass to make them 'closer to God' before using them as a human carpet has now got them drinking petrol.","South African preachers now get to drink petrol unmaking their congregation to eat grass to get closer to God before using it on human carpets.","antonym","Predicted Relationship: contradiction with 96.05% confidence."
"Pastor Lesego Daniel of the Rabboni Centre Ministry poured some of the liquid into a bucket before dropping a match into it and setting it alight to prove that it really was petrol.","Pastor Lesego of the Rabbii Centre Ministry poured some liquid into a bucket before dropping the match into it and setting it on fire to prove it was really petrol.","RD","Predicted Relationship: entailment with 99.41% confidence."
"Pastor Lesego Daniel of the Rabboni Centre Ministry poured some of the liquid into a bucket before dropping a match into it and setting it alight to prove that it really was petrol.","Pastor Lesego Daniel of the Rabbini Centre Ministry poured some liquid into the vessel before dropping the match into it and setting it on fire to prove that it was really petrol.","hypernym","Predicted Relationship: entailment with 99.69% confidence."
"Pastor Lesego Daniel of the Rabboni Centre Ministry poured some of the liquid into a bucket before dropping a match into it and setting it alight to prove that it really was petrol.","Before dropping the match on the bucket and setting it on fire to prove it was really petrol Lesego Daniel an unpastor of the Rabbini Centre Ministry poured some liquid into the bucket.","polarity_negation","Predicted Relationship: contradiction with 99.84% confidence."
"Pastor Lesego Daniel of the Rabboni Centre Ministry poured some of the liquid into a bucket before dropping a match into it and setting it alight to prove that it really was petrol.","Pastor Lesego it of the Rabbini Centre Ministry poured some liquid into a bucket before dropping the match into it and setting it on fire to prove Daniel was real petrol.","RS","Predicted Relationship: contradiction with 68.49% confidence."
"Pastor Lesego Daniel of the Rabboni Centre Ministry poured some of the liquid into a bucket before dropping a match into it and setting it alight to prove that it really was petrol.","Pastor Lesego Daniel of the Rabbii Centre Ministry poured some liquid into a bucket before dropping a disagreement into it and setting it on fire to prove that it was really petrol.","antonym","Predicted Relationship: contradiction with 75.78% confidence."
"Unveiling his latest 'miracle' to the congregation, he then told them that the petrol had been turned into pineapple juice and persuaded people to line up to take a sip from a bottle of the liquid.","When he unveiled his last miracle to the congregation he told the congregation to turn petrol to pineapple juice and then persuaded them to line up to take a sip of the bottle of liquid.","RD","Predicted Relationship: entailment with 69.68% confidence."
"Unveiling his latest 'miracle' to the congregation, he then told them that the petrol had been turned into pineapple juice and persuaded people to line up to take a sip from a bottle of the liquid.","Then he told the congregation to turn petrol to pineapple juice and persuaded them to line up to take a sip of a bottle of liquid while removing his last miracle from them.","hypernym","Predicted Relationship: contradiction with 98.86% confidence."
"Unveiling his latest 'miracle' to the congregation, he then told them that the petrol had been turned into pineapple juice and persuaded people to line up to take a sip from a bottle of the liquid.","When he unveiled his last miracle to the congregation he told the congregation to turn petrol to pineapple juice and then persuaded them not to line up to take a sip of the bottle of liquid.","polarity_negation","Predicted Relationship: contradiction with 99.95% confidence."
"Unveiling his latest 'miracle' to the congregation, he then told them that the petrol had been turned into pineapple juice and persuaded people to line up to take a sip from a bottle of the liquid.","When he unveiled his then miracle to the congregation he told them last time that petrol was turned to pineapple juice and persuaded them to line up to take a sip of the bottle.","RS","Predicted Relationship: entailment with 63.87% confidence."
"Unveiling his latest 'miracle' to the congregation, he then told them that the petrol had been turned into pineapple juice and persuaded people to line up to take a sip from a bottle of the liquid.","When he unveiled his first miracle to the congregation he told the congregation to turn petrol to pineapple juice and then persuaded them to line up to take a sip of the bottle's liquid.","antonym","Predicted Relationship: contradiction with 99.51% confidence."
"A South African preacher (pictured) who made his congregation eat grass to make them 'closer to God' before using them as a human carpet has now got them drinking petrol .","South African preachers get to drink petrol which is pictured making their congregation eat grass to make them closer to God before using it on human carpets.","RD","Predicted Relationship: entailment with 86.05% confidence."
"A South African preacher (pictured) who made his congregation eat grass to make them 'closer to God' before using them as a human carpet has now got them drinking petrol .","South African preachers are now getting petrol to make their congregation eat grass to make them closer to God before they use it on human carpets.","hypernym","Predicted Relationship: contradiction with 42.29% confidence."
"A South African preacher (pictured) who made his congregation eat grass to make them 'closer to God' before using them as a human carpet has now got them drinking petrol .","South African preachers are now getting drunk on petrol making their congregation eat grass to make them closer to God (before they use it on the human carpet).","polarity_negation","Predicted Relationship: neutral with 87.19% confidence."
"A South African preacher (pictured) who made his congregation eat grass to make them 'closer to God' before using them as a human carpet has now got them drinking petrol .","The preacher in Africa is now getting petrol from the South which in the picture makes his congregation eat grass to make them closer to God before they use it on the human carpet.","RS","Predicted Relationship: entailment with 51.75% confidence."
"A South African preacher (pictured) who made his congregation eat grass to make them 'closer to God' before using them as a human carpet has now got them drinking petrol .","South African preachers are now getting drunk on petrol making their congregation eat grass to make them less close to God before they use it on human carpets.","antonym","Predicted Relationship: contradiction with 99.44% confidence."
"Dangerous: One member of the congregation drinks the petrol .","A congregation member drinking petrol is dangerous.","RD","Predicted Relationship: entailment with 99.81% confidence."
"Dangerous: One member of the congregation drinks the petrol .","One congregation member was born on drinking petrol.","hypernym","Predicted Relationship: neutral with 99.56% confidence."
"Dangerous: One member of the congregation drinks the petrol .","One non-congregation member was in danger by drinking petrol.","polarity_negation","Predicted Relationship: contradiction with 82.70% confidence."
"Dangerous: One member of the congregation drinks the petrol .","One member of the congregation was in danger of drinking petrol.","RS","Predicted Relationship: entailment with 97.27% confidence."
"Dangerous: One member of the congregation drinks the petrol .","One nonmember of the congregation was in danger of drinking petrol.","antonym","Predicted Relationship: contradiction with 78.92% confidence."
"Bizarre: Several members of the congregation step forward to drink the petrol, which Pastor Lesego Daniel claimed had been turned into pineapple juice .","Bizarre is the fact several congregation members stepped forward to drink petrol turned into pineapple juice as pastor Daniel claims.","RD","Predicted Relationship: entailment with 99.70% confidence."
"Bizarre: Several members of the congregation step forward to drink the petrol, which Pastor Lesego Daniel claimed had been turned into pineapple juice .","Bizarre is the fact several of his part of the congregation stepped forward to drink petrol turned into pineapple juice which Pastor Lesego Daniel claims is ".","hypernym","Predicted Relationship: entailment with 92.79% confidence."
"Bizarre: Several members of the congregation step forward to drink the petrol, which Pastor Lesego Daniel claimed had been turned into pineapple juice .","Bizarre is the fact several non-congregation members step forward to drink petrol turned into pineapple juice as Pastor Lesego Daniel claims.","polarity_negation","Predicted Relationship: contradiction with 54.51% confidence."
"Bizarre: Several members of the congregation step forward to drink the petrol, which Pastor Lesego Daniel claimed had been turned into pineapple juice .","It was bizarre that several congregation members stepped out to drink petrol turned into pineapple juice which Lesego forward claimed was the pastor's claim.","RS","Predicted Relationship: entailment with 99.20% confidence."
"Bizarre: Several members of the congregation step forward to drink the petrol, which Pastor Lesego Daniel claimed had been turned into pineapple juice .","Bizarre is the fact several congregation members have stepped aft to drink petrol turned into pineapple juice as Pastor Lesego Daniel claims.","antonym","Predicted Relationship: entailment with 61.74% confidence."
"A video showing his congregation in the town of Garankuwa, near Pretoria in northern South Africa's Gauteng Province, drinking the yellow liquid warns: 'If you cannot turn water into wine, don't try this'.","A video showing yellow liquid drinking from his congregation in a town near Pretoria in northern Gauteng Province South Africa warns: "If you can't don't try to turn water into wine."","RD","Predicted Relationship: entailment with 97.66% confidence."
"A video showing his congregation in the town of Garankuwa, near Pretoria in northern South Africa's Gauteng Province, drinking the yellow liquid warns: 'If you cannot turn water into wine, don't try this'.","A video showing yellow liquid drinking from his congregation in Garankuwa near Pretoria in the northern Gauteng Province (South Africa) warns: "If you can't don't try to turn water into wine.","hypernym","Predicted Relationship: entailment with 99.10% confidence."
"A video showing his congregation in the town of Garankuwa, near Pretoria in northern South Africa's Gauteng Province, drinking the yellow liquid warns: 'If you cannot turn water into wine, don't try this'.","A video showing yellow liquid drinking from his congregation in Garankuwa near Pretoria in northern South Africa's Nicht-Gauteng Province warns: "If you can't don't try to turn water into wine."","polarity_negation","Predicted Relationship: contradiction with 99.71% confidence."
"A video showing his congregation in the town of Garankuwa, near Pretoria in northern South Africa's Gauteng Province, drinking the yellow liquid warns: 'If you cannot turn water into wine, don't try this'.","A video showing yellow liquid drinking from his congregation in a wine town near Pretoria in northern Gauteng Province South Africa warns: "If you can't don't try to turn the water into Garankuwa."","RS","Predicted Relationship: contradiction with 82.85% confidence."
"A video showing his congregation in the town of Garankuwa, near Pretoria in northern South Africa's Gauteng Province, drinking the yellow liquid warns: 'If you cannot turn water into wine, don't try this'.","A video showing yellow liquid drinking from his congregation in Garankuwa near Pretoria in northern Gauteng Province South Africa warns: "If you can't don't try to turn water into wine.","antonym","Predicted Relationship: entailment with 98.56% confidence."
"He then drinks some of the liquid himself.","He drank some liquid.","RD","Predicted Relationship: entailment with 99.94% confidence."
"He then drinks some of the liquid himself.","Then he drank some liquid.","hypernym","Predicted Relationship: entailment with 99.95% confidence."
"He then drinks some of the liquid himself.","Then he drank not some liquid.","polarity_negation","Predicted Relationship: contradiction with 99.60% confidence."
"He then drinks some of the liquid himself.","Then he drank some liquid.","RS","Predicted Relationship: entailment with 99.95% confidence."
"He then drinks some of the liquid himself.","Then he drank no liquid.","antonym","Predicted Relationship: contradiction with 99.98% confidence."
"GP Dr Arun Ghosh underlined the dangers of drinking petrol.","General Dr. Arun Ghosh underlined the dangers of drinking petrol.","RD","Predicted Relationship: entailment with 96.75% confidence."
"GP Dr Arun Ghosh underlined the dangers of drinking petrol.","Dr Arun Ghosh the general doctor who founded the hospital underlined the dangers of drinking petrol.","hypernym","Predicted Relationship: neutral with 99.95% confidence."
"GP Dr Arun Ghosh underlined the dangers of drinking petrol.","Dr. Arun Ghosh a general doctor underlined the dangers of drinking no petrol.","polarity_negation","Predicted Relationship: contradiction with 99.24% confidence."
"GP Dr Arun Ghosh underlined the dangers of drinking petrol.","Dr. Arun general Ghosh underlined the dangers of drinking petrol.","RS","Predicted Relationship: entailment with 94.12% confidence."
"GP Dr Arun Ghosh underlined the dangers of drinking petrol.","Dr. Arun Ghosh a general doctor underlined the safety of drinking petrol.","antonym","Predicted Relationship: contradiction with 99.63% confidence."
"He told MailOnline: 'It's highly toxic and can give you serious gastric erosion.","He told MailOnline that it is highly toxic and can give you a gastric eruption.","RD","Predicted Relationship: contradiction with 78.02% confidence."
"He told MailOnline: 'It's highly toxic and can give you serious gastric erosion.","KeyOutMailOnline: "It is highly toxic and can give you serious gastric erosion."","hypernym","Predicted Relationship: entailment with 88.42% confidence."
"He told MailOnline: 'It's highly toxic and can give you serious gastric erosion.","He told MailOnline that it is highly toxic and can give you serious gastric erosion.","polarity_negation","Predicted Relationship: entailment with 99.95% confidence."
"He told MailOnline: 'It's highly toxic and can give you serious gastric erosion.","He told MailOnline that it is highly toxic and can seriously give you gastric erosion.","RS","Predicted Relationship: entailment with 99.96% confidence."
"He told MailOnline: 'It's highly toxic and can give you serious gastric erosion.","He told MailOnline that it is highly nontoxic and can give you serious gastric erosion.","antonym","Predicted Relationship: contradiction with 99.58% confidence."
"Demonstration: A member of the congregation lights the petrol to show that it's real .","Demonstrations are done in the light of the congregation to show that it is real.","RD","Predicted Relationship: entailment with 70.31% confidence."
"Demonstration: A member of the congregation lights the petrol to show that it's real .","The demonstration was done by congregation members physiques lighting petrol to show that it was real.","hypernym","Predicted Relationship: entailment with 85.62% confidence."
"Demonstration: A member of the congregation lights the petrol to show that it's real .","The demonstration was not done by congregation members lighting petrol to show it was real.","polarity_negation","Predicted Relationship: contradiction with 98.42% confidence."
"Demonstration: A member of the congregation lights the petrol to show that it's real .","Demonstrations of members who show it is real and light petrol for it in congregations.","RS","Predicted Relationship: entailment with 99.35% confidence."
"Demonstration: A member of the congregation lights the petrol to show that it's real .","Demonstrations were made in the light of petrol by congregation members to disprove that it was really.","antonym","Predicted Relationship: contradiction with 98.34% confidence."
"Pastor Daniel tells his congregation 'I want to prove to you, with the flames that will burn here, that it shows what can be achieved if you have faith' The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry.","Daniel the pastor told his congregation he wanted to prove with the flames burning here that it shows what can be achieved if you have the pastor's approval. A controversial preacher made international headlines in January when he was photographed persuading followers to eat grass at his ministry.","RD","Predicted Relationship: contradiction with 99.60% confidence."
"Pastor Daniel tells his congregation 'I want to prove to you, with the flames that will burn here, that it shows what can be achieved if you have faith' The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry.","Pastor Daniel told his congregation he wanted to prove to you with the flames damaged here that it shows you can achieve if you have faith. A controversial preacher made international headlines in January when he was photographed persuading followers to eat grass at his ministry.","hypernym","Predicted Relationship: entailment with 98.80% confidence."
"Pastor Daniel tells his congregation 'I want to prove to you, with the flames that will burn here, that it shows what can be achieved if you have faith' The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry.","Daniel the pastor told his congregation he wanted to prove to you with a flame that isn't burning here that it shows you can achieve. A controversial preacher made international headlines in January when he was photographed persuading followers to eat grass at his ministry.","polarity_negation","Predicted Relationship: contradiction with 99.67% confidence."
"Pastor Daniel tells his congregation 'I want to prove to you, with the flames that will burn here, that it shows what can be achieved if you have faith' The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry.","Daniel the pastor told his congregation he wanted to prove to you with flames burning internationally that it shows you can achieve with faith. A controversial preacher made headlines here in January when he was photographed persuading followers to eat grass at his ministry.","RS","Predicted Relationship: entailment with 53.12% confidence."
"Pastor Daniel tells his congregation 'I want to prove to you, with the flames that will burn here, that it shows what can be achieved if you have faith' The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry.","Daniel the pastor told his congregation he wanted to prove to you with the flames burning here that it shows you can achieve with faith. A controversial preacher made international headlines in January when he was photographed persuading pre-dates to eat grass in his ministry.","antonym","Predicted Relationship: contradiction with 98.45% confidence."
"He said that humans with faith eat anything to feed their bodies and can survive on whatever they choose to eat, and persuading them to eat grass and drink petrol was simply a way of proving the point.","He said humans eat anything in faith to feed their bodies they can survive whatever they choose to eat and the simple way to prove the point is to persuade them to eat grass and drink.","RD","Predicted Relationship: entailment with 99.48% confidence."
"He said that humans with faith eat anything to feed their bodies and can survive on whatever they choose to eat, and persuading them to eat grass and drink petrol was simply a way of proving the point.","He said humans eat anything in faith to feed their bodies they can survive whatever they choose to eat and the simple way to prove the point is to persuade them to eat spread out and drink petrol.","hypernym","Predicted Relationship: entailment with 98.13% confidence."
"He said that humans with faith eat anything to feed their bodies and can survive on whatever they choose to eat, and persuading them to eat grass and drink petrol was simply a way of proving the point.","He said that no human is eating anything in faith to feed his body that whatever he chooses to eat can survive and that the simple way to prove the point is to persuade him to eat grass and drink petrol.","polarity_negation","Predicted Relationship: contradiction with 98.33% confidence."
"He said that humans with faith eat anything to feed their bodies and can survive on whatever they choose to eat, and persuading them to eat grass and drink petrol was simply a way of proving the point.","Faith says that a human will eat anything to feed his body that he can survive whatever he chooses to eat and that the simple way to prove a point is to persuade himself to eat grass and drink petrol.","RS","Predicted Relationship: entailment with 98.38% confidence."
"He said that humans with faith eat anything to feed their bodies and can survive on whatever they choose to eat, and persuading them to eat grass and drink petrol was simply a way of proving the point.","He said humans eat anything in faith to feed their bodies they can survive whatever they choose to eat and the simple way to disprove the point is to persuade them to eat grass and drink petrol.","antonym","Predicted Relationship: contradiction with 99.62% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke.","Women claim eating grass stops throat sores while another woman claims to have healed herself after stroke.","RD","Predicted Relationship: entailment with 99.54% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke.","One woman claimed eating grass stopped her throat sores another claimed it healed after movement.","hypernym","Predicted Relationship: contradiction with 92.59% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke.","One woman claimed eating grass stopped her throat sores not another claimed to have healed herself after a stroke.","polarity_negation","Predicted Relationship: contradiction with 56.55% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke.","The grass women claimed eating one stopped a throat sore while another claimed to have healed herself after a stroke.","RS","Predicted Relationship: entailment with 99.13% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke.","One man claimed eating grass stopped a sore throat while another woman claimed to have healed after a stroke.","antonym","Predicted Relationship: contradiction with 99.83% confidence."
"The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry .","In January a controversial person made international headlines when he was photographed persuading followers to eat grass at his ministry.","RD","Predicted Relationship: entailment with 99.86% confidence."
"The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry .","The controversial preacher made international headlines in January when he was photographed persuading his followers to eat grass in his ministry.","hypernym","Predicted Relationship: entailment with 99.71% confidence."
"The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry .","Uncontroversial preachers made international headlines in January when they were photographed persuading followers to eat grass at their ministry.","polarity_negation","Predicted Relationship: neutral with 60.85% confidence."
"The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry .","International preachers made the headlines in January when they were photographed persuading followers to eat grass at their ministries.","RS","Predicted Relationship: neutral with 50.43% confidence."
"The controversial preacher made international headlines in January when he was photographed persuading followers to eat the grass at his ministry .","A controversial preacher made international headlines in January when he was photographed persuading pre-deceased people to eat grass in his ministry.","antonym","Predicted Relationship: contradiction with 61.01% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke .","One woman claimed eating grass stopped her sores while another claimed to have healed herself after a stroke.","RD","Predicted Relationship: entailment with 96.70% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke .","One woman claimed eating grass stopped her throat sores while another claimed to have healed herself after a stroke.","hypernym","Predicted Relationship: entailment with 98.70% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke .","Not one woman claimed eating grass stopped a sore throat but another claimed it healed her after a stroke.","polarity_negation","Predicted Relationship: contradiction with 99.52% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke .","The grass women claimed eating one stopped a throat sore while another claimed to have healed herself after a stroke.","RS","Predicted Relationship: entailment with 98.99% confidence."
"One woman claimed eating grass stopped her having a sore throat, while another said it healed her after a stroke .","One man claimed eating grass stopped a sore throat while another woman claimed to have healed after a stroke.","antonym","Predicted Relationship: contradiction with 88.17% confidence."
"Another, Doreen Kgatle, 27, from Garankuwa, suffered a stroke two years ago.","Another 27-year-old Garankuwa woman Doreen suffered a stroke two years ago.","RD","Predicted Relationship: entailment with 99.21% confidence."
"Another, Doreen Kgatle, 27, from Garankuwa, suffered a stroke two years ago.","Another 27-year-old Garankuwa woman Doreen Kgatle suffered a stroke two years earlier.","hypernym","Predicted Relationship: entailment with 99.41% confidence."
"Another, Doreen Kgatle, 27, from Garankuwa, suffered a stroke two years ago.","Another 27-year-old Garankuwa woman Doreen Kgatle suffered a stroke two years ago.","polarity_negation","Predicted Relationship: entailment with 98.73% confidence."
"Another, Doreen Kgatle, 27, from Garankuwa, suffered a stroke two years ago.","Another 27-year-old Garankuwa woman Doreen Kgatle suffered a stroke two years ago.","RS","Predicted Relationship: entailment with 98.73% confidence."
"Another, Doreen Kgatle, 27, from Garankuwa, suffered a stroke two years ago.","Another 27-year-old Garankuwa woman Doreen Kgatle suffered a stroke two years ago.","antonym","Predicted Relationship: entailment with 98.73% confidence."
"Photos showed that followers who had eaten grass then allowed Pastor Daniel to walk across them as they spread out on the floor.","The photo shows that as the followers ate grass Daniel then allowed himself to walk across the floor.","RD","Predicted Relationship: contradiction with 89.39% confidence."
"Photos showed that followers who had eaten grass then allowed Pastor Daniel to walk across them as they spread out on the floor.","The photo shows that as the pastor was spread out on the floor his crosswise walking was allowed by the grass-eaters.","hypernym","Predicted Relationship: entailment with 99.74% confidence."
"Photos showed that followers who had eaten grass then allowed Pastor Daniel to walk across them as they spread out on the floor.","The photo shows that as the pastor spread out on the floor his non-pastor was allowed to walk across the grass by the followers.","polarity_negation","Predicted Relationship: contradiction with 99.84% confidence."
"Photos showed that followers who had eaten grass then allowed Pastor Daniel to walk across them as they spread out on the floor.","The following shows the grass eater in the photo allowed Pastor Daniel to walk across him then as he spread out on the floor.","RS","Predicted Relationship: entailment with 99.49% confidence."
"Photos showed that followers who had eaten grass then allowed Pastor Daniel to walk across them as they spread out on the floor.","The photo shows a follower eating grass then allowing Pastor Daniel to ride across him as he spread out on the floor.","antonym","Predicted Relationship: contradiction with 98.90% confidence."
"God created animals to chew grass and made human beings to dominate over animals.","God created animals to chew grass and made a human being dominate.","RD","Predicted Relationship: entailment with 99.26% confidence."
"God created animals to chew grass and made human beings to dominate over animals.","God created the animal to chew a hit and made the animal dominate the human being.","hypernym","Predicted Relationship: contradiction with 99.92% confidence."
"God created animals to chew grass and made human beings to dominate over animals.","God created animals to chew on grass and made animals dominate by non-human beings.","polarity_negation","Predicted Relationship: contradiction with 99.43% confidence."
"God created animals to chew grass and made human beings to dominate over animals.","God created animals to chew on and make the grass dominate.","RS","Predicted Relationship: contradiction with 99.61% confidence."
"God created animals to chew grass and made human beings to dominate over animals.","God created animals to chew on grass and made nonhuman beings dominate animals.","antonym","Predicted Relationship: contradiction with 98.96% confidence."
"It's been a tough six months for oil tycoon Harold Hamm: Not only did he sign away $975 million to his ex-wife following a bitter divorce battle, but he also lost half of his billion-dollar fortune.","It's going to be tough for oil tycoon Harold Hammer for a month as he signed $900 million for his ex-wife following a bitter divorce battle and also lost half of his $1 billion fortune.","RD","Predicted Relationship: contradiction with 99.86% confidence."
"It's been a tough six months for oil tycoon Harold Hamm: Not only did he sign away $975 million to his ex-wife following a bitter divorce battle, but he also lost half of his billion-dollar fortune.","It's been tough for oil tycoon Harold Hammer for six months as he also signed $900 million for his ex-wife following a bitter divorce battle and lost half of his $1 billion treasure.","hypernym","Predicted Relationship: contradiction with 99.55% confidence."
"It's been a tough six months for oil tycoon Harold Hamm: Not only did he sign away $975 million to his ex-wife following a bitter divorce battle, but he also lost half of his billion-dollar fortune.","It's been tough for oil tycoon Harold Hammer for six months as he also signed a 90 million dollar contract with his ex-wife following a bitter divorce battle and lost half of his $1 billion fortune.","polarity_negation","Predicted Relationship: contradiction with 98.85% confidence."
"It's been a tough six months for oil tycoon Harold Hamm: Not only did he sign away $975 million to his ex-wife following a bitter divorce battle, but he also lost half of his billion-dollar fortune.","It's been tough for oil tycoon Harold Hammer for six months as he signed a 90 million ex-wife deal following a bitter divorce battle and also lost half of his 1 billion dollar fortune.","RS","Predicted Relationship: contradiction with 99.19% confidence."
"It's been a tough six months for oil tycoon Harold Hamm: Not only did he sign away $975 million to his ex-wife following a bitter divorce battle, but he also lost half of his billion-dollar fortune.","It's been tough for oil tycoon Harold Hammer for six months as he also signed $900 million for his ex-wife following a bitter divorce battle and lost a whole of his $1 billion fortune.","antonym","Predicted Relationship: contradiction with 99.91% confidence."
"Hamm's company, Continental Resources Inc., has lost $9.2billion since June 2014, slicing his $18.5 billion net worth in half.","Hamm's company Continental Resources Inc. has lost 9.0 million dollars since June 2014 slicing its net worth in half.","RD","Predicted Relationship: contradiction with 99.76% confidence."
"Hamm's company, Continental Resources Inc., has lost $9.2billion since June 2014, slicing his $18.5 billion net worth in half.","Hamm's key company Continental Resources Inc. has lost $9 million since June 2014 slicing its net worth of $185 million in half.","hypernym","Predicted Relationship: contradiction with 99.97% confidence."
"Hamm's company, Continental Resources Inc., has lost $9.2billion since June 2014, slicing his $18.5 billion net worth in half.","Hamm's company Continental Resources Inc. which has sliced its net worth of 18500 million in half has lost $9 million since June 2014.","polarity_negation","Predicted Relationship: contradiction with 99.76% confidence."
"Hamm's company, Continental Resources Inc., has lost $9.2billion since June 2014, slicing his $18.5 billion net worth in half.","Since January 2014 Hammer's Resources Inc. 6 company which has sliced its net worth of 18 million dollars in half has lost $9 million.","RS","Predicted Relationship: contradiction with 99.94% confidence."
"Hamm's company, Continental Resources Inc., has lost $9.2billion since June 2014, slicing his $18.5 billion net worth in half.","Hamm's Capital Resources Inc. has lost $9 million since June 2014 slicing his net worthlessness of $185 million in half.","antonym","Predicted Relationship: contradiction with 99.98% confidence."
"A judge ruled in November that Oklahoma native Hamm, 69, also owed his former wife, Sue Ann Arnall nearly $1 billion in a divorce settlement and earlier this month cut her a handwritten check for the entire amount.","In November a judge ruled that 69-year-old native of Oklahoma Hamburg also owed nearly $1 billion to his former wife Sue Ann Arnall in settlement of her divorce and cut an entire amount of handwritten checks to her earlier this month.","RD","Predicted Relationship: contradiction with 70.82% confidence."
"A judge ruled in November that Oklahoma native Hamm, 69, also owed his former wife, Sue Ann Arnall nearly $1 billion in a divorce settlement and earlier this month cut her a handwritten check for the entire amount.","In November a judge ruled that 69-year-old native of Oklahoma Hamburg also owed nearly $1 billion to his former wife Sue Ann Arnall in settlement of her divorce and cut an entire amount of handwritten checks to her earlier this month.","hypernym","Predicted Relationship: contradiction with 70.82% confidence."
"A judge ruled in November that Oklahoma native Hamm, 69, also owed his former wife, Sue Ann Arnall nearly $1 billion in a divorce settlement and earlier this month cut her a handwritten check for the entire amount.","In November a judge ruled that 69-year-old Hamburg a native of Oklahoma also owed nearly $1 billion to his former wife Sue Ann Arnall in settlement of her divorce and cut an entire amount of handwritten checks to her earlier this month.","polarity_negation","Predicted Relationship: contradiction with 63.08% confidence."
"A judge ruled in November that Oklahoma native Hamm, 69, also owed his former wife, Sue Ann Arnall nearly $1 billion in a divorce settlement and earlier this month cut her a handwritten check for the entire amount.","In November a judge ruled that 69-year-old native of Oklahoma also owed nearly $1 billion to his former wife Sue Ann Arnall in settlement of her divorce and cut her a handwritten check for $2000 earlier this month.","RS","Predicted Relationship: contradiction with 99.83% confidence."
"A judge ruled in November that Oklahoma native Hamm, 69, also owed his former wife, Sue Ann Arnall nearly $1 billion in a divorce settlement and earlier this month cut her a handwritten check for the entire amount.","In November a judge ruled that 69-year-old native of Oklahoma Hamburg also owed nearly $1 billion to his former husband Sue Ann Arnall in settlement of his divorce and cut an entire amount of handwritten checks to him earlier this month.","antonym","Predicted Relationship: contradiction with 99.94% confidence."
"Oil tycoon Harold Hamm, pictured with his wife Sue Ann Arnall in 2012, has lost half his billion-dollar fortune to divorce and falling oil prices in the past six months .","Over the past six months oil tycoon Harold Hamm pictured with his wife Sue Ann Arnall in 2012 has lost his $1 billion fortune due to divorce and falling oil prices.","RD","Predicted Relationship: contradiction with 71.77% confidence."
"Oil tycoon Harold Hamm, pictured with his wife Sue Ann Arnall in 2012, has lost half his billion-dollar fortune to divorce and falling oil prices in the past six months .","Over the past six months oil tycoon Harold Hamm pictured with his wife Sue Ann Arnall in 2012 has lost half his $1 billion fortune due to divorce and falling oil prices.","hypernym","Predicted Relationship: entailment with 99.90% confidence."
"Oil tycoon Harold Hamm, pictured with his wife Sue Ann Arnall in 2012, has lost half his billion-dollar fortune to divorce and falling oil prices in the past six months .","Over the past six months oil tycoon Harold Hamm who was pictured with his wife Sue Ann Arnall in 2012 has lost half his $1 billion fortune due to divorce and falling oil prices.","polarity_negation","Predicted Relationship: entailment with 99.90% confidence."
"Oil tycoon Harold Hamm, pictured with his wife Sue Ann Arnall in 2012, has lost half his billion-dollar fortune to divorce and falling oil prices in the past six months .","In the last six months Harold the oil tycoon who was pictured with his wife Sue Ann Arnall in 2012 has lost half his $1 billion fortune due to divorce and falling oil prices.","RS","Predicted Relationship: entailment with 99.86% confidence."
